Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Nouveaux Bilans Alimentaire","96","Chine - RAS de Hong-Kong","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","34.59","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","128","Chine - RAS de Macao","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","38.56","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","41","Chine, continentale","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","61.08","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","214","Chine, Taiwan Province de","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","42.62","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","50","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","46.07","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","44","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","35.61","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","46","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","31.76","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","48","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","36.45","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","107","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","43.34","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","98","Croatie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","34.9","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","49","Cuba","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","50.45","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","54","Danemark","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","37.35","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","72","Djibouti","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","51.73","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","35.16","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","71.1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","50.12","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","225","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","59.8","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","35.24","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","40.82","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","39.96","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","44.61","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","40.27","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","59.79","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","45.81","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","42.72","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","42.57","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","43.8","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","41.79","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","49.02","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","45.53","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","46.23","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","48.09","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","30.9","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","47.24","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","46.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","34.04","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","50.97","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","39.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","95","Honduras","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","41.01","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","97","Hongrie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","38.41","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","25","Îles Salomon","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","37.77","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","100","Inde","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","48.35","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","101","Indonésie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","45.56","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","102","Iran (République islamique d')","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","60.99","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","103","Iraq","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","50.96","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","104","Irlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","45.57","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","99","Islande","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","41.15","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","105","Israël","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","52.26","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","106","Italie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","49.62","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","109","Jamaïque","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","39.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","110","Japon","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","38.75","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","112","Jordanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","45.99","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","108","Kazakhstan","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","36.79","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","114","Kenya","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","46.83","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","113","Kirghizistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","50.5","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","83","Kiribati","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","37.53","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","118","Koweït","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","52.24","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","122","Lesotho","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","47.44","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","119","Lettonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","39.64","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","121","Liban","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","46.68","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","123","Libéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","31.1","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","126","Lituanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","47.8","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","256","Luxembourg","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","41.18","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","154","Macédoine du Nord","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","47.92","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","129","Madagascar","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","34.81","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","131","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","34.28","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","57.75","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","32.2","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","61.13","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","50.33","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","73.29","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","47.72","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","136","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","52.46","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","138","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","46.72","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","141","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","30.47","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","273","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","44.26","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","144","Mozambique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","34.3","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","28","Myanmar","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","49.26","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","147","Namibie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","42.74","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","149","Népal","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","60.14","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","157","Nicaragua","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","43.87","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","158","Niger","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","70.93","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","51.28","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","162","Norvège","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","45.52","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","153","Nouvelle-Calédonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","35.97","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","156","Nouvelle-Zélande","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","42.44","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","221","Oman","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","43.29","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","226","Ouganda","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","34.69","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","235","Ouzbékistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","57.54","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","165","Pakistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","40.51","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","166","Panama","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","37.64","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","169","Paraguay","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","41.31","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","150","Pays-Bas","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","36.88","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","170","Pérou","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","48.03","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","171","Philippines","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","36.22","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","173","Pologne","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","47.66","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","70","Polynésie française","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","32.69","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","174","Portugal","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","42.58","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","37","République centrafricaine","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","24.81","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","117","République de Corée","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","48.45","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","146","République de Moldova","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","31.37","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","120","République démocratique populaire lao","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","58.75","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","56","République dominicaine","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","32.82","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","116","République populaire démocratique de Corée","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","43.14","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","215","République-Unie de Tanzanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","46.79","Fc","Donnée calculée"
"FBS","Nouveaux Bilans Alimentaire","183","Roumanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2018","2018","g/personne/jour","55.66","Fc","Donnée calculée"
